chr	start	end	ctype	areaStat
chr20	45405480	45405898	T	495.4027086321503
chr19	57708503	57708981	T	495.1726619730871
chr14	62473309	62473542	N	495.08897964403513
chr17	53296965	53297238	N	494.8487043647033
chr14	37591862	37592293	T	494.65926677089374
chr1	164216017	164216449	N	494.62258229386725
chr21	26516836	26517071	N	494.4343050509083
chr8	4553962	4554470	N	494.3875822127493
chr8	57164210	57164596	N	494.37692721422536
chr4	162893535	162893808	N	494.2499934418265
chr6	156361250	156361734	N	493.9876791768329
chr7	127091583	127091993	N	493.4059796919264
chr4	1012410	1012784	T	493.12122124891766
chrX	102651906	102652169	T	492.6215069447565
chr2	127650906	127651346	T	492.61359238576006
chr17	16353549	16354003	T	492.5878130549545
chr6	35214468	35214941	T	492.5843215114464
chr3	142508660	142508918	T	492.5257113669813
chr9	129336591	129336849	T	492.392418337698
chr14	74611101	74611588	T	492.18158683001184
chr4	183906757	183906989	T	491.8321557523496
chr15	50182682	50183051	T	491.8196615690681
chr3	195635552	195635814	T	491.77733667474695
chr14	62623441	62623872	N	491.6390695683326
chr12	570295	570798	N	491.56874642423145
chr1	164153017	164153399	N	491.5335441841749
chr16	8378432	8378918	N	491.50369317143577
chr15	96983833	96984253	N	491.3501411576604
chr15	101007658	101008129	T	491.24005777388993
chr2	127811540	127811979	T	490.66186978906353
chr12	114409530	114409844	T	490.6282293789741
chr3	48038616	48039052	N	490.5267708940633
chr6	89727425	89727888	N	490.3754644948551
chr1	223748952	223749166	T	490.2880959725371
chr12	2699555	2699996	N	490.1981235817393
chr21	10123422	10123823	N	490.102075258098
chr13	92691167	92691571	N	489.9256435269899
chr3	137842362	137842625	N	489.9042116366281
chr12	18369718	18370049	N	489.8858298069463
chr4	86944404	86944642	T	489.8683720042477
chr7	63170425	63170908	N	489.6412268247068
chr19	2251668	2251939	T	489.2135670569037
chr7	97410909	97411171	N	489.0714535807774
chr3	196968191	196968649	T	489.0543592016125
chr1	244730615	244730875	T	489.0170841413187
chr3	85026990	85027402	N	488.5423111672653
chr7	98777902	98778371	N	488.33036253126375
chr5	69415256	69415624	T	488.2903406611058
chr1	161725797	161726062	T	488.2583227559394
chr10	129959071	129959372	T	488.0261776076368
chr19	14473905	14474114	T	487.860319608219
chr19	2546622	2547031	N	487.7869047939912
chrUn_GL000224v1	45078	45515	N	487.7696238477865
chr16	71589028	71589527	N	487.6266726045851
chr4	42150885	42151331	T	487.5906777950786
chr9	103846489	103846957	N	487.58336590375166
chr20	45098193	45098478	T	486.88405820790285
chr16	4115354	4115696	T	486.6588695078035
chr19	37692726	37693075	N	486.6503357139254
chr12	950180	950526	T	486.5771533143634
chr20	50732093	50732521	T	486.4918294649533
chr17	81928431	81928934	T	486.2362227758131
chr6	36024145	36024579	T	486.1871570224516
chr10	24952872	24953177	T	486.1264000910792
chr8	101493456	101493791	T	486.09152368745526
chr9	110417122	110417585	N	485.8470575156844
chr2	202034754	202035003	T	485.8077346818058
chr2	199659303	199659587	T	485.6213683515998
chr12	1315773	1316182	T	485.2849707872292
chr16	2019980	2020380	T	484.9106834676818
chr10	22476461	22476766	T	484.8795213534413
chr19	10503334	10503713	T	484.8588991436982
chr17	82751054	82751377	T	484.77229179611095
chr3	71753024	71753423	T	484.7397767862931
chr19	16325642	16325797	T	484.7119170134879
chr19	47021275	47021625	T	484.4491580361646
chr3	197655406	197655665	T	484.4195177985507
chr19	17778533	17778877	N	484.3829238716608
chr11	58968374	58968680	N	484.3009686297398
chr21	23768888	23769223	N	484.2297931798821
chr7	131909357	131909771	N	484.169022069409
chr17	20450885	20451294	T	484.107033710769
chr17	79210283	79210515	N	484.0632257102575
chr17	9023266	9023502	T	483.956102457732
chr19	10432240	10432582	T	483.91259675208494
chr14	100213808	100214110	T	483.8751299751452
chr21	40489495	40489769	N	483.7095898206203
chr2	119843403	119843838	N	483.3991466142516
chr16	2440197	2440532	T	483.096924172824
chrUn_GL000220v1	116417	116525	N	483.082547483109
chr7	91265560	91265899	T	482.7257179455719
chr14_GL000194v1_random	28395	28729	N	482.5964038176117
chr12	53440602	53440968	N	482.501652210146
chr20	48374238	48374716	T	482.3824829372925
chr5	63324895	63325228	N	482.3721984356871
chr1	58250205	58250597	T	482.0943580228304
chr1	120700910	120701203	T	482.0213296282336
chr7	50399886	50400174	N	481.9910404757193
chr12	96654222	96654495	N	481.9030471389333
chr5	123095194	123095677	T	481.7371722028393
chr9	137921268	137921684	N	481.6231284268652
chr8	32025684	32025902	N	481.4560359507564
chr8	1098485	1098802	N	481.3728710854271
chr11	131896618	131897111	N	481.29255106458913
chr1	176524744	176525194	N	481.163769574051
chrX	148129006	148129455	N	480.5943301150805
chr3	79725248	79725521	N	480.477688480858
chr12	110866732	110867147	N	479.89355049148617
chr16	56589557	56590069	T	479.8685317840464
chr8	104466957	104467222	T	479.8245544691717
chr8	38999867	39000283	N	479.7372053193237
chr12	34367137	34367644	N	479.5563262574542
chr5	69414925	69415226	T	479.494168484232
chr16	34826671	34826944	N	479.3268825043328
chr18	14748155	14748440	T	479.3236483798137
chr2	98193568	98193877	N	479.15988406513
chr15	76345738	76346132	T	478.7828712907899
chr20	58623981	58624240	N	478.7812006226332
chr12	73153197	73153624	N	478.7264266035536
chr7	30148852	30149354	T	478.4863144120032
chr3	3544739	3545162	N	478.4818981326364
chr8	84020493	84020812	N	478.4480926271094
chr18	42681381	42681658	N	478.4330983269269
chr19	1489501	1489962	T	478.033943417458
chr6	32148987	32149359	T	477.7860382361787
chr8	102404600	102404894	T	477.7751130652823
chr5	26035541	26035816	N	477.7306867872408
chr21	8214381	8214538	N	476.7851345105228
chr9	129346461	129346966	T	476.4970293072811
chr19	40646177	40646491	N	476.07334002673815
chr22	50299292	50299704	T	475.9695266524577
chr12	14644208	14644644	T	475.8000998593693
chrUn_GL000220v1	157835	157977	N	475.7044847558464
chr2	88451832	88452126	T	475.48757430396654
chr4	123505680	123506040	T	475.4092406078617
chr7	75506556	75507003	T	475.40184931232807
chr5	140937492	140937906	N	475.1912065794072
chr15	74434219	74434565	T	475.1631152307377
chr15	86528114	86528539	N	475.1599206239789
chr19	58118828	58119245	N	475.0143795886029
chr21	31655041	31655414	T	474.9459499298137
chr1	244730909	244731119	T	474.61659164539606
chr5	4615461	4615790	N	474.4253721580935
chr15	82047681	82048116	T	474.3557050823733
chr8	27122484	27122985	N	474.1668746923229
chr4	80684127	80684563	N	474.143605771606
chr1	159929487	159929942	N	474.13984779353177
chr4	165998514	165998967	N	474.1039667337413
chr6	14857575	14857850	T	473.9562113696306
chr7	157336193	157336577	T	473.9263402465772
chr12	97723857	97724207	N	473.8347755931977
chr14	105169058	105169435	T	473.533215193469
chr22	46250834	46251136	T	473.51228548798144
chr8	110301361	110301590	N	473.27435073694096
chr9	35689810	35690301	T	473.224069191042
chr12	39621161	39621488	T	472.9436478236621
chr9	19934537	19934861	T	472.5718565291704
chr17	29560412	29560889	T	472.1969387238892
chr15	24594150	24594489	N	471.9172025330863
chr7	153361435	153361803	N	471.8040853609255
chr4	168833052	168833383	T	471.6100947415057
chr7	13991912	13992383	N	471.4291293454171
chr20	46651056	46651431	T	471.4180383235153
chr3	48231462	48231730	T	471.15222797761226
chr20	42206473	42206694	N	471.1369827749086
chr3	84869363	84869683	N	470.9856762551267
chr1	221888077	221888563	T	470.8799234484777
chr17	21283763	21284108	T	470.5679278894031
chr2	134931022	134931197	T	470.00038484848665
chr13	114044088	114044527	N	469.83424494320025
chr17	20801863	20802099	N	469.7101615212719
chr22	19723647	19724049	T	469.6388190853545
chr8	66961615	66962015	T	469.494387655096
chr2	154393663	154394072	N	469.3844057308379
chr20	57685303	57685804	N	469.2379583678485
chr22	50169300	50169668	T	469.2055296404228
chr13	28719071	28719485	T	469.1183774223755
chr13	46593420	46593712	T	468.8219348670864
chr17	58249003	58249476	T	468.1274806134679
chr11	57475898	57476288	T	468.1188058436974
chr3	85637323	85637518	N	468.0018602513769
chr14	100214207	100214543	T	467.9760199243701
chr11	45285825	45286174	T	467.9590324688079
chr3	97641480	97641872	N	467.8259302831048
chr7	146380779	146381172	N	467.8023271470665
chr7	127347627	127347837	T	467.3934497829164
chr12	117063210	117063680	T	467.3512102356767
chr9	89178345	89178476	T	467.2593929009208
chr4	182194293	182194779	N	467.1926574295844
chr17	38673921	38674129	T	467.0175697598706
chr3	11943281	11943754	N	466.1407861910011
chr14	105623640	105624053	N	465.7922222520465
chr9	88532270	88532622	T	465.5729517291402
chr12	108643914	108644422	N	465.49731963246313
chr5	322025	322492	T	465.4780411755082
chr5	173052363	173052868	T	465.05202183606
chr11	69891435	69891724	N	464.9357278514344
chr10	27823788	27824097	N	464.5451464180337
chr19	9792997	9793434	T	464.38504616481714
chr11	98770064	98770573	N	464.3409563481241
chr19	1496805	1497198	T	464.3096431420352
chr13	24328083	24328447	T	464.2719502425384
chr8	100649159	100649539	T	464.0369660572428
chr13	96625857	96626137	N	463.9430584060419
chr1	171840964	171841374	T	463.8466868260921
chr17	3945006	3945271	N	463.6814746720697
chr19	22888827	22889318	N	463.1706077774652
chr9	112739469	112739814	T	463.1694903318321
chr20	62624193	62624613	T	462.94449195261
chr8	66271745	66272087	N	462.8002581839455
chr16	21397641	21398150	T	462.7577039555804
chr12	120584300	120584760	T	462.7178340623932
chr21	33265699	33266105	T	462.6299498081962
chr17	78040940	78041379	N	462.5776015917363
chr2	91470280	91470615	N	462.1058537270856
chr19	8697666	8698125	N	462.0658783421968
chr13	71932593	71932877	N	461.89986316946624
chr16	73829947	73830410	N	461.3631134248835
chr14	41420423	41420700	N	460.9015426597771
chr10	89208115	89208623	T	460.8616117906877
chr16	153786	154114	T	460.8497132914927
chr2	44929713	44930134	T	460.6518015297938
chr4	6726995	6727403	N	460.6441345694402
chr11	59063448	59063849	N	460.641662227965
chr6	27683751	27684221	N	460.6105381429734
chr1	12178970	12179472	T	460.578610534832
chr4	97633538	97634008	N	460.4526130604281
chr4	174778515	174778940	N	460.3698315498468
chr21	25020331	25020716	N	460.3162770018939
chr8	20808811	20809111	N	460.2798829933377
chr3	140385285	140385672	N	460.1167920003372
chr20	53627526	53627892	T	459.75722468850654
chr10	62924361	62924737	T	459.4514509706851
chr13	112588514	112588898	T	459.4408378908547
chr17	4349524	4349791	T	459.373622482623
chr3	98585372	98585676	N	459.2749135534277
chr2	26401743	26402107	T	459.2596652270631
chr7	126183663	126183936	N	459.248114626095
chr9	102223604	102223913	N	459.2415042760194
chr16	34702157	34702654	N	459.2319934166426
chr7	72191016	72191370	N	459.1208991095641
chr9	79182818	79183283	N	459.0896957886134
chr13	33016796	33017163	T	459.08908416461327
chr9	96877392	96877796	T	458.51034435931615
chr20	34311477	34311952	T	458.4865270686687
chr8	14803267	14803661	N	458.1829034178945
chr1	51344720	51345047	T	457.9029976643496
chr16	30417632	30417816	T	457.896328384837
chr2	25672469	25672863	T	457.6174069856297
chr9	128253058	128253528	T	457.6021853528305
chr14	82088577	82089038	N	457.4908449711338
chr20	50009963	50010255	T	457.4118544843195
chr6	141562133	141562561	T	457.3792818843488
chr2	92012663	92012929	N	457.06966858696615
chr8	1896854	1897339	T	457.0420612635157
chr1	8217353	8217591	T	457.038151811998
chr7	144834590	144835058	T	456.9671691434496
chr19	22517737	22518204	N	456.7811267113925
chr3	12924512	12924857	T	456.70027943665264
chr7	99142885	99143146	N	456.65381398491127
chr19	48442906	48443034	T	456.6522458759491
chr11	81207449	81207832	N	456.58963368555374
chr3	147410123	147410404	T	456.5338840432205
chr9	112175345	112175766	T	456.4652993893569
chr9	107425097	107425421	T	455.9823086829656
chr19	5070858	5071325	T	455.8431863784326
chr1	182056824	182057171	T	455.6924962998064
chr14	61280271	61280559	T	455.6125777406669
chr1	166248665	166249064	N	455.5611892721254
chr13	106735874	106736181	N	455.0646441817148
chr2	118845222	118845496	T	454.79961513746775
chr19	3069580	3070015	T	454.5835279534731
chr6	74255401	74255835	N	454.5436316525338
chr10	53247950	53248219	N	454.3989785055878
chr21	20316158	20316639	N	454.3006283752002
chr13	22574768	22575158	N	454.150772498524
chr3	68084514	68084861	N	453.90921860005255
chr19	40966921	40967427	N	453.5408436319917
chr1	26161487	26161831	T	453.5265365496439
chr16	3156740	3157116	N	453.5076153946056
chr15	90884239	90884735	T	453.4581929380975
chr18	54343728	54344174	N	453.3551019467586
chr19	14400841	14401237	T	453.31566132124135
chr4	27753882	27754332	N	453.2846266379324
chr17	77305098	77305562	T	453.2425678489376
chr16	34015069	34015339	N	453.1853077177302
chr20	55593875	55594151	N	453.033853336196
chr3	170975286	170975757	T	452.900601929849
chr9	130034048	130034426	T	452.89166552753295
chr6	159168723	159169123	T	452.5951364297721
chr9	76063582	76064029	N	452.3491053125204
chr7	159061638	159061967	N	452.3307868601767
chr7	149714096	149714450	T	452.2235458078517
chr14	99197633	99198007	N	452.13681876056535
chr6	151239695	151240033	T	451.7859478452001
chr8	69073224	69073485	N	451.6069983416924
chr22	43004369	43004813	T	451.3655561781548
chr3	6340447	6340957	N	451.221665415148
chr18	55799967	55800376	N	451.15531694515767
chr7	49588830	49589060	N	451.1479690958454
chr3	192937119	192937587	N	450.5416225971712
chr22	36455383	36455738	T	450.4787260630114
chr15	83284932	83285419	T	450.4678536109223
chr6	157822353	157822845	T	450.42868489607736
chr20	609426	609755	T	450.4048106881869
chr17	2057153	2057382	T	450.3706844922324
chr9	133709201	133709639	T	449.9111735412757
chr19	7916536	7916883	T	449.9086486346509
chr11	17351328	17351688	T	449.51253848428223
chr1	39490835	39491182	T	449.4314413682491
chr9	111485050	111485324	N	449.0897657792534
chr15	56539994	56540465	N	449.0584735558
chr10	101776385	101776675	T	448.85936335967926
chr17	50931434	50931793	T	448.812407271359
chr1	39900774	39901239	T	448.7371883987617
chr14	50085642	50086146	T	448.6703048964098
chr12	40692907	40693299	T	448.4632603858454
chr13	113862988	113863375	T	448.4221753136526
chr20	37521658	37522125	T	448.2911812643933
chr11	65539926	65540164	T	448.0894013340803
chr3	58549484	58549821	N	447.8612576175274
chr14	73452096	73452602	T	447.7321028130805
chr2	108720765	108721156	N	447.6388861009427
chr9	137221534	137221910	T	447.589137178029
chr1	225883156	225883558	T	447.5670703017354
chr19	45396577	45396892	T	447.4958900806082
chr11	95149767	95150261	N	447.2815708943722
chr4	37890221	37890727	T	447.1126657851901
chr14	76138447	76138833	T	446.92532901758113
chr4	183723084	183723538	T	446.48070077203647
chr11	5960468	5960860	N	446.3530012623028
chr17	82540220	82540671	T	446.3215057245532
chr9	93004081	93004382	N	446.0354599859311
chr3	113278250	113278728	T	445.7179347445169
chr7	20783930	20784353	T	445.2125523072459
chr5	169636723	169637222	T	444.9245637572053
chr2	235936346	235936800	T	444.2487052981255
chr5	33168838	33169155	N	444.2224744421246
chr4	182213705	182214093	N	444.1650983592008
chr2	113198534	113198999	N	443.9603487554554
chr1	38047398	38047788	T	443.79618133779695
chr14	104097800	104098217	N	443.2457098282448
chr13	20142199	20142551	T	443.23195299535655
chr16	4673717	4674045	N	443.0591068345666
chr3	157438208	157438607	T	443.052336049775
chr3	48212327	48212680	N	442.9762619416274
chr1	16586096	16586582	T	442.93259570579175
chr17	26765838	26766102	N	442.63513279068775
chr13	75635528	75635881	T	442.44794350720895
chr16	4537921	4538186	T	442.4440774231848
chr2	72920710	72920995	T	442.4296351317371
chr11	556391	556859	T	442.40050293160175
chr12	27824526	27824983	T	442.3905979889232
chr1	90725406	90725723	T	442.3539122097941
chr13	23378284	23378733	T	442.17945010404856
chr22	45290698	45290941	N	442.0878100239779
chr2	3559126	3559595	T	441.9281203445317
chr20	19228360	19228639	N	441.91296075417176
chr7	75682911	75683202	T	441.9057867405727
chr19	2842428	2842903	T	441.87185474647777
chr15	82044315	82044660	T	441.75455809415416
chr9	138006612	138007097	N	441.62358188081816
chr17	28871289	28871711	T	441.5547253543009
chr2	86789920	86790298	T	441.2462104288534
chr2	8027837	8028205	N	441.2077584050953
chr16	29585085	29585540	T	440.892850630275
chr20	37901292	37901720	T	440.7445859319755
chr17	57723942	57724342	T	440.5775095097479
chr1	91886514	91886954	T	440.50020856055175
chr21	20001840	20002118	N	440.4699962425316
chr5	140836087	140836573	N	440.2411251528165
chr1	23995523	23995931	T	439.8912876725167
chr15	20180127	20180387	N	439.8441107089921
chr11	88508351	88508736	T	439.4818427728842
chr22	34187793	34188034	N	439.46948328591225
chr17	38510690	38510997	T	439.405308637245
chr20	663645	663900	T	439.38832772959904
chr2	114396044	114396431	N	439.11623796021513
chr8	8702162	8702350	T	438.76180572247495
chr11	73218041	73218305	T	438.7327407867469
chr1	235330161	235330463	N	438.6470045823553
chr1	234538997	234539448	T	438.62555230737325
chr16	89576009	89576441	T	438.5560790246427
chr1	16872643	16873126	T	438.3098537037868
chr2	129216469	129216901	N	437.91121758695135
chr17	42680087	42680301	T	437.7585997112346
chr20	53461083	53461360	N	437.7174240423683
chrX	138155074	138155376	N	437.5201627723386
chr6	56543045	56543307	T	437.08451857559066
